permutation,ap_increment,auc_increment,log_loss_improvement,null_plus_ap,null_plus_auc,null_plus_log_loss
200,0.0009667719904457028,7.781643621473933e-05,5.4576490231356134e-05,0.5512066074583369,0.8984996991097799,0.14310721599598467
201,-0.0015892911650646768,2.9397320347790412e-05,-2.430867924585467e-05,0.5486505443028266,0.8984512799939129,0.14318610116546188
202,-0.0014303758883043027,0.0004271257721119026,0.0001868046807916024,0.5488094595795869,0.8988490084456771,0.14297498780542442
203,0.0035103661129738395,0.00026803439140643537,0.0001610289969040113,0.5537502015808651,0.8986899170649716,0.143000763489312
204,-0.0010084770545177868,0.00044787682176927746,0.00010095036687865488,0.5492313584133734,0.8988697594953344,0.14306084211933737
205,0.0018164654981215334,4.323135345263296e-05,0.0002487434936477573,0.5520563009660128,0.8984651140270178,0.14291304899256826
206,-0.01240695451535212,-0.006403428073403439,-0.0030924954319038744,0.5378328809525391,0.8920184546001617,0.1462542879181199
207,-0.0003109927323917683,-0.00038216516452127536,-0.0001504361222832984,0.5499288427354995,0.8980397175090439,0.14331222860849932
208,-0.009432401044657146,0.0001296940603580099,-0.0005542256837292037,0.5408074344232341,0.8985515767339232,0.14371601816994523
209,-0.0032775325126762622,0.0013920495811746703,0.00039904836568618873,0.546962302955215,0.8998139322547398,0.14276274412052983
210,-0.003518627150028597,-0.00047554488797896255,-0.0002002697029002687,0.5467212083178626,0.8979463377855862,0.1433620621891163
211,-0.014868803241253947,-0.013711256061035737,-0.0066584062461826354,0.5353710322266373,0.8847106266125294,0.14982019873239866
212,0.0012966162177832086,0.0001124015189768457,0.00010459412208935204,0.5515364516856744,0.898534284192542,0.14305719836412667
213,-0.0021034913801933897,-0.0011983731177068746,-0.00048364379564669324,0.5481363440876978,0.8972235095558583,0.14364543628186272
214,-8.074163628857267e-05,0.0001227770438054776,-8.768055295704791e-07,0.5501590938316027,0.8985446597173706,0.1431626692917456
215,0.0034607945035135534,5.014837000505423e-05,0.00021485700632262184,0.5537006299714048,0.8984720310435702,0.1429469354798934
216,-0.0008149544135425124,0.0008317712404286581,0.0003695074248101504,0.5494248810543487,0.8992536539139938,0.14279228506140587
217,0.00042619388589415497,-0.0001884887010534797,8.559303842609056e-06,0.5506660293537854,0.8982333939725117,0.1431532331823734
218,-0.008206564873254663,0.0005689246114366497,-0.0003103315801846196,0.5420332705946366,0.8989908072850018,0.14347212406640064
219,-0.004712014994989078,-0.0009874041128580258,-0.0006623413479171503,0.5455278204729022,0.8974344785607071,0.14382413383413317
220,-0.00592549993599778,-0.007171216910722089,-0.005576260140247757,0.5443143355318935,0.8912506657628431,0.14873805262646378
221,-0.0010385863539180695,-0.002239384108846054,-0.0007441896460439745,0.5492012491139732,0.8961824985647191,0.14390598213226
222,-0.001739407207575261,-0.0003302875403780048,-0.00021740067896133808,0.548500428260316,0.8980915951331871,0.14337919316517736
223,-0.0006064811507013879,1.5563287242947865e-05,-2.0814398365487374e-05,0.5496333543171898,0.8984374459608081,0.1431826068845815
224,-0.008027188410037134,-0.00019540571760578995,-0.0005265430006963223,0.5422126470578541,0.8982264769559594,0.14368833548691234
225,-0.003737970355877973,0.0003717896396925324,-0.00015911906910867635,0.5465018651120133,0.8987936723132577,0.1433209115553247
226,0.00033286120796183205,-0.0002576588665774704,-0.00015167208595479043,0.5505726966758531,0.8981642238069877,0.1433134645721708
